Date,Activity,SubActivity,Description,Department,CostCentre,State,UOM,Quantity,Source,Identifier
1/11/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Projects and Work Orders,QLD,kL,282.29,INV03,103206
1/11/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Rehandling,QLD,kL,353.1467,INV03,103206
1/11/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Fixed,QLD,kL,15.0491,INV03,103206
1/11/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Supplemental,QLD,kL,0.1819,INV03,103206
1/11/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Management Services,QLD,kL,3.5854,INV03,103206
1/11/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Nolans South Crusher,QLD,kL,49.2145,INV03,103206
1/11/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Site Power Generation,QLD,kL,2270.5694,INV03,103206
1/11/2024,Combustion,LPG,Propane Handigas 45kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.3529,INV03,121352
1/11/2024,Combustion,LPG,Propane Handigas Q size 18kg,Maintenance,Management Services,QLD,kL,0.0353,INV03,103071
1/11/2024,Combustion,LPG,Propane LPG bulk delivery,Processing,Gold Room,QLD,kL,70.3391,INV03,103570
1/11/2024,Combustion,Lubricants,Coolant antifreeze HD Premium N Cool 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,120407
1/11/2024,Combustion,Lubricants,Engine oil Rimula R4 MV 15W40 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,23.0,INV03,124779
1/11/2024,Combustion,Lubricants,Engine oil Rimula R4MV 15W40 bulk 25000L tank,Mining Open Pit,Projects and Work Orders,QLD,kL,7.4,INV03,140502
1/11/2024,Combustion,Lubricants,Gear oil 90W GL4 200L drum Hitachi,Mining Open Pit,Projects and Work Orders,QLD,kL,1.4,INV03,128162
1/11/2024,Combustion,Lubricants,Gear oil Omala S2 GX 150 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,5.0,INV03,127921
1/11/2024,Combustion,Lubricants,Gear oil Omala S2 GX 320 950L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,2.85,INV03,100379
1/11/2024,Combustion,Lubricants,Gear oil Omala S4 GX 220 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.04,INV03,101605
1/11/2024,Combustion,Lubricants,Gear oil Omala S4 GXV Plus 320 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.2,INV03,100330
1/11/2024,Combustion,Lubricants,Gear oil Spirax S2 A 85W-140 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,120270
1/11/2024,Combustion,Greases,Grease Gadus S2 V100 3 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0059,INV03,101581
1/11/2024,Combustion,Greases,Grease Gadus S2 V220 2 C2 450g,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0216,INV03,101580
1/11/2024,Combustion,Greases,Grease Gadus S2 V220 2 D180K,Mining Open Pit,Projects and Work Orders,QLD,kL,0.6,INV03,100004
1/11/2024,Combustion,Greases,Grease Gadus S2 V220 2 IBC-K Red Rocket 1000kg,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,126311
1/11/2024,Combustion,Greases,Grease Gadus S2 V220 2 P18K,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,101579
1/11/2024,Combustion,Greases,Grease Gadus S3 EP2 450g cartridge,Maintenance,Crushing - Fixed,QLD,kL,0.0216,INV03,101578
1/11/2024,Combustion,Greases,Grease Gadus S3 EP2 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.1674,INV03,101578
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Maintenance,Hauling,QLD,kL,0.0054,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Maintenance,Light Vehicles,QLD,kL,0.0216,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Maintenance,Loading,QLD,kL,0.0378,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Maintenance,Milling,QLD,kL,0.0054,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Maintenance,Mobile Equipment,QLD,kL,0.0054,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Maintenance,Mobile Equipment Workshop,QLD,kL,0.0054,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Maintenance,Nolans South Crusher,QLD,kL,0.0054,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0279,INV03,103568
1/11/2024,Combustion,Greases,Grease Gadus S3 V460D 2 IBC-K,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,124987
1/11/2024,Combustion,Greases,Grease Gadus S3 V460DM 2 180kg,Mining Open Pit,Projects and Work Orders,QLD,kL,1.2,INV03,123620
1/11/2024,Combustion,Greases,Grease Gadus S3 V460DM 2 18kg drum,Mining Open Pit,Projects and Work Orders,QLD,kL,0.04,INV03,122718
1/11/2024,Combustion,Greases,Grease Gadus S3 V460DM 2 Hopper Red Rocket 1000kg,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,140261
1/11/2024,Combustion,Greases,Grease Gadus S4 OGFP 180kg,Mining Open Pit,Projects and Work Orders,QLD,kL,1.6,INV03,140200
1/11/2024,Combustion,Greases,Grease coupling long term Falk 15.8kg bucket,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0158,INV03,133120
1/11/2024,Combustion,Greases,Grease special purpose rubber products 500g tub,Mining Open Pit,Projects and Work Orders,QLD,kL,0.006,INV03,101472
1/11/2024,Combustion,Lubricants,Hydraulic oil HN46 Hitachi IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,5.0,INV03,126696
1/11/2024,Combustion,Lubricants,Hydraulic oil Spirax S4 CX30 IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,4.0,INV03,125456
1/11/2024,Combustion,Lubricants,Hydraulic oil Spirax S4 CX50 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,2.0,INV03,122926
1/11/2024,Combustion,Lubricants,Hydraulic oil Spirax S4 CX60 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,122929
1/11/2024,Combustion,Lubricants,Hydraulic oil Tellus 68 S2 VX 68/D 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.209,INV03,103552
1/11/2024,Combustion,Lubricants,Hydraulic oil Tellus S2 VX 46 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,124972
1/11/2024,Combustion,Lubricants,Lubricant tyre and rim mounting paste 5kg,Maintenance,Hauling,QLD,kL,0.01,INV03,103929
1/11/2024,Combustion,Lubricants,Refill cartridge Gadus 250cc Perma Star,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0038,INV03,140233
1/11/2024,Combustion,Lubricants,Refill cartridge Gadus 250cc Vario Perma Star,Mining Open Pit,Projects and Work Orders,QLD,kL,0.005,INV03,104142
1/11/2024,Combustion,Lubricants,Refill cartridge Gadus 500cc Perma Star,Mining Open Pit,Projects and Work Orders,QLD,kL,0.002,INV03,140463
1/11/2024,Combustion,Lubricants,Tyre conditioner Sealzit Rim Guard 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,122962
1/11/2024,Combustion,Nitrogen,Nitrogen industrial size G 7.0m3,Mining Open Pit,Projects and Work Orders,QLD,m3,7.0,INV03,100193
1/11/2024,Combustion,Oxygen,Oxygen industrial size E 4.1m3,Maintenance,Leach & Adsorption,QLD,m3,8.2,INV03,100700
1/11/2024,Combustion,Oxygen,Oxygen industrial size G 8.9m3,Maintenance,Hauling,QLD,m3,35.6,INV03,100191
1/11/2024,Combustion,Oxygen,Oxygen industrial size G 8.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,115.7,INV03,100191
1/11/2024,Combustion,Oxygen,Oxygen liquid bulk,Processing,Leach & Adsorption,QLD,m3,321499.95,INV03,103207
1/11/2024,Combustion,Welding Gas,Argoshield 52 size F3 viper 9.7m3,Mining Open Pit,Projects and Work Orders,QLD,m3,97.0,INV03,140159
1/11/2024,Combustion,Welding Gas,Argoshield 52 size G2 11.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,11.9,INV03,140158
1/11/2024,Reagent,Acid,Hydrochloric acid min 32% strength bulk,Processing,Gold Room,QLD,t,31.3378,INV03,103203
1/11/2024,Reagent,Carbon,Carbon activated YAO 60 ASTM 6/12 grade 500kg bag,Processing,Leach & Adsorption,QLD,t,22.0,INV03,103200
1/11/2024,Reagent,Caustic Soda,Sodium hydroxide caustic bulk liquid NaOH,Processing,Gold Room,QLD,t,60.561,INV03,103205
1/11/2024,Reagent,Cyanide,Sodium cyanide reagent liquor 30-33% bulk,Processing,Leach & Adsorption,QLD,t,390.1231,INV03,103430
1/11/2024,Reagent,Degreaser,Degreaser Mineclean Castrol 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,121366
1/11/2024,Reagent,Flocculant,Flocculant mineral process Posifloc AN923SH powder 25kg bag,Processing,Tailings Disposal,QLD,t,0.35,INV03,100975
1/11/2024,Reagent,Leach Aid,Leach Well GC bucket 10kg,Mining Open Pit,Projects and Work Orders,QLD,t,0.06,INV03,104219
1/11/2024,Reagent,Lime,Lime unslaked quicklime bulk delivery,Mining Open Pit,Projects and Work Orders,QLD,t,0.36,INV03,101673
1/11/2024,Reagent,Lime,Lime unslaked quicklime bulk delivery,Processing,Leach & Adsorption,QLD,t,794.21,INV03,101673
1/11/2024,Reagent,Soda Ash,Sodium carbonate dense soda ash 25kg bag,Mining Open Pit,Projects and Work Orders,QLD,t,0.025,INV03,101492
1/11/2024,Reagent,Sodium Chlorite,Sodium chlorite 31% 200L 250kg,Mining Open Pit,Projects and Work Orders,QLD,t,0.25,INV03,104164
1/11/2024,Reagent,Sodium Hypochlorite,Sodium hypochlorite solution chlorine 10%,Mining Open Pit,Projects and Work Orders,QLD,kL,0.001,INV03,104165
1/11/2024,Wear Item,Grinding Media,Ball grinding 65mm dia 1% carbon,Processing,Milling,QLD,t,178.119,INV03,103202
1/11/2024,Wear Item,Grinding Media,Ball grinding 80mm dia 1% carbon,Processing,Milling,QLD,t,294.032,INV03,100037
1/11/2024,Wear Item,Grinding Media,Ball grinding 94mm dia MC60,Processing,Milling,QLD,t,136.54,INV03,100557
1/11/2024,Wear Item,Tyres,Tyre 23.5R25 Maxam MS501 L5 2 star,Mining Open Pit,Projects and Work Orders,QLD,Each,8.0,INV03,126057
1/11/2024,Wear Item,Tyres,Tyre 37.00R57 Bridgestone VZTSZTL E2A,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,140057
1/11/2024,Wear Item,Tyres,Tyre 40.00R57 Maxam MS403 E4 2 star,Maintenance,Hauling,QLD,Each,6.0,INV03,126054
1/11/2024,Wear Item,Tyres,Tyre 40.00R57 Maxam MS403 E4 2 star,Mining Open Pit,Projects and Work Orders,QLD,Each,6.0,INV03,126054
1/11/2024,Wear Item,Tyres,Tyre 45/65R45 Bridgestone 2 star VSDL D2A,Mining Open Pit,Projects and Work Orders,QLD,Each,4.0,INV03,126061
1/11/2025,Combustion,Acetylene,Acetylene industrial size G 7.0m3,Mining Open Pit,Projects and Work Orders,QLD,m3,70.0,INV03,100192
1/11/2025,Combustion,Acetylene,Acetylene technical grade 99% size G,Mining Open Pit,Projects and Work Orders,QLD,m3,14.0,INV03,102260
1/11/2025,Combustion,Diesel,AdBlue aqueous urea solution IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,126618
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Light Vehicles,QLD,kL,32.9721,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Operations Administration,QLD,kL,0.1852,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Geology,Grade Control,QLD,kL,19.0457,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Blasting,QLD,kL,4.3779,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Drilling - Production,QLD,kL,109.2857,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Geotechnical,QLD,kL,5.538,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Hauling,QLD,kL,731.2276,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Loading,QLD,kL,379.7308,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Mobile Equipment,QLD,kL,242.7101,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,NPE Dredge,QLD,kL,320.395,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Projects and Work Orders,QLD,kL,7.9622,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Rehandling,QLD,kL,340.7784,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Fixed,QLD,kL,32.7779,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Processing,Management Services,QLD,kL,3.2623,INV03,103206
1/11/2025,Combustion,Diesel,Diesel fuel bulk,Processing,Site Power Generation,QLD,kL,1874.382,INV03,103206
1/11/2025,Combustion,LPG,Propane Handigas 45kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.2647,INV03,121352
1/11/2025,Combustion,LPG,Propane LPG bulk delivery,Processing,Gold Room,QLD,kL,43.9457,INV03,103570
1/11/2025,Combustion,Lubricants,Coolant antifreeze HD Premium N Cool 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,120407
1/11/2025,Combustion,Lubricants,Coolant engine PGXlvital 20L Cummins,Mining Open Pit,Projects and Work Orders,QLD,kL,0.04,INV03,126253
1/11/2025,Combustion,Lubricants,Engine oil Rimula R4 MV 15W40 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,6.0,INV03,124779
1/11/2025,Combustion,Lubricants,Gear oil 90W GL4 200L drum Hitachi,Mining Open Pit,Projects and Work Orders,QLD,kL,1.4,INV03,128162
1/11/2025,Combustion,Lubricants,Gear oil LSX Differentials 20L 85W-140,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,121358
1/11/2025,Combustion,Lubricants,Gear oil Omala 220 S2 G 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.209,INV03,101606
1/11/2025,Combustion,Lubricants,Gear oil Omala S2 GX 150 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,2.0,INV03,127921
1/11/2025,Combustion,Lubricants,Gear oil Omala S2 GX 220 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,101607
1/11/2025,Combustion,Lubricants,Gear oil Omala S2 GX 460 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,136048
1/11/2025,Combustion,Lubricants,Gear oil Omala S4 GX 220 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.14,INV03,101605
1/11/2025,Combustion,Lubricants,Gear oil Omala S4 GX320 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.209,INV03,101036
1/11/2025,Combustion,Lubricants,Gear oil Omala S4 GXV Plus 320 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.46,INV03,100330
1/11/2025,Combustion,Lubricants,Gear oil Omala S4 Wheel 680 18.9L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0189,INV03,101308
1/11/2025,Combustion,Lubricants,Gear oil Spirax S2 A 85W-140 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,7.0,INV03,120270
1/11/2025,Combustion,Lubricants,Gear oil Spirax S4 AT 75W90 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,122561
1/11/2025,Combustion,Greases,Grease Ceplattyn GT 10 190kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.8,INV03,140909
1/11/2025,Combustion,Greases,Grease Gadus S2 V100 3 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0054,INV03,101581
1/11/2025,Combustion,Greases,Grease Gadus S2 V220 2 C2 450g,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0112,INV03,101580
1/11/2025,Combustion,Greases,Grease Gadus S2 V220 2 D180K,Mining Open Pit,Projects and Work Orders,QLD,kL,0.4,INV03,100004
1/11/2025,Combustion,Greases,Grease Gadus S3 EP2 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0864,INV03,101578
1/11/2025,Combustion,Greases,Grease Gadus S3 V220C 2 P18K,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,102403
1/11/2025,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0324,INV03,103568
1/11/2025,Combustion,Greases,Grease Gadus S3 V460DM 2 180kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.6,INV03,123620
1/11/2025,Combustion,Greases,Grease Gadus S3 V460DM 2 18kg drum,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,122718
1/11/2025,Combustion,Greases,Grease Gadus S3 V460DM 2 Hopper Red Rocket 1000kg,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,140261
1/11/2025,Combustion,Greases,Grease special purpose rubber products 500g tub,Mining Open Pit,Projects and Work Orders,QLD,kL,0.007,INV03,101472
1/11/2025,Combustion,Lubricants,Hydraulic oil HN46 Hitachi IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,7.0,INV03,126696
1/11/2025,Combustion,Lubricants,Hydraulic oil Spirax S4 CX30 IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,2.0,INV03,125456
1/11/2025,Combustion,Lubricants,Hydraulic oil Spirax S4 CX60 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,122929
1/11/2025,Combustion,Lubricants,Hydraulic oil Tellus 68 S2 VX 68/D 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.418,INV03,103552
1/11/2025,Combustion,Lubricants,Hydraulic oil Turbo T 68 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,140767
1/11/2025,Combustion,Lubricants,Lubricant tyre and rim mounting paste 5kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.03,INV03,103929
1/11/2025,Combustion,Lubricants,Oil insulating transformer Diala S4 ZX-1 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.209,INV03,140286
1/11/2025,Combustion,Lubricants,Refill cartridge Gadus 250cc Perma Star,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0005,INV03,140233
1/11/2025,Combustion,Lubricants,Refill cartridge Gadus 250cc Vario Perma Star,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0066,INV03,104142
1/11/2025,Combustion,Lubricants,Tyre conditioner Sealzit Rim Guard 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,2.0,INV03,122962
1/11/2025,Combustion,Nitrogen,Nitrogen gas code 032 size E,Mining Open Pit,Projects and Work Orders,QLD,m3,7.4,INV03,120312
1/11/2025,Combustion,Nitrogen,Nitrogen industrial size G 7.0m3,Maintenance,Hauling,QLD,m3,7.0,INV03,100193
1/11/2025,Combustion,Oxygen,Oxygen industrial size E 4.1m3,Mining Open Pit,Projects and Work Orders,QLD,m3,16.4,INV03,100700
1/11/2025,Combustion,Oxygen,Oxygen industrial size G 8.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,106.8,INV03,100191
1/11/2025,Combustion,Oxygen,Oxygen liquid bulk,Processing,Leach & Adsorption,QLD,m3,212974.93,INV03,103207
1/11/2025,Combustion,Oxygen,Oxygen medical size C stubby,Mining Open Pit,Projects and Work Orders,QLD,m3,0.5,INV03,100641
1/11/2025,Combustion,Welding Gas,Argon ultra high purity size G2,Mining Open Pit,Projects and Work Orders,QLD,m3,11.9,INV03,104090
1/11/2025,Combustion,Welding Gas,Argoshield 52 size F3 viper 9.7m3,Mining Open Pit,Projects and Work Orders,QLD,m3,164.9,INV03,140159
1/11/2025,Combustion,Welding Gas,Argoshield 52 size G2 11.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,59.5,INV03,140158
1/11/2025,Reagent,Acid,Acid hydrochloric dilute 9% 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,t,0.09,INV03,123339
1/11/2025,Reagent,Acid,Hydrochloric acid min 32% strength bulk,Processing,Gold Room,QLD,t,22.6682,INV03,103203
1/11/2025,Reagent,Antiscalant,Antiscalant Proflow 860 IBC for process water,Mining Open Pit,Projects and Work Orders,QLD,t,4.0,INV03,140446
1/11/2025,Reagent,Carbon,Carbon activated YAO 60 ASTM 6/12 grade 500kg bag,Processing,Leach & Adsorption,QLD,t,32.0,INV03,103200
1/11/2025,Reagent,Caustic Soda,Sodium hydroxide caustic bulk liquid NaOH,Processing,Gold Room,QLD,t,41.55,INV03,103205
1/11/2025,Reagent,Cyanide,Sodium cyanide reagent liquor 30-33% bulk,Processing,Leach & Adsorption,QLD,t,349.4839,INV03,103430
1/11/2025,Reagent,Degreaser,Degreaser Mineclean Castrol 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,121366
1/11/2025,Reagent,Dust Suppressant,Dustchem 76 foam agent IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,4.0,INV03,139149
1/11/2025,Reagent,Flocculant,Flocculant mineral process Posifloc AN923SH powder 25kg bag,Processing,Tailings Disposal,QLD,t,0.35,INV03,100975
1/11/2025,Reagent,Lime,Lime unslaked quicklime bulk delivery,Processing,Leach & Adsorption,QLD,t,565.77,INV03,101673
1/11/2025,Reagent,Soda Ash,Sodium carbonate dense soda ash 25kg bag,Mining Open Pit,Projects and Work Orders,QLD,t,0.075,INV03,101492
1/11/2025,Reagent,Sodium Chlorite,Sodium chlorite 31% 200L 250kg,Mining Open Pit,Projects and Work Orders,QLD,t,0.25,INV03,104164
1/11/2025,Wear Item,Grinding Media,Ball grinding 65mm dia 1% carbon,Processing,Milling,QLD,t,110.758,INV03,103202
1/11/2025,Wear Item,Grinding Media,Ball grinding 80mm dia 1% carbon,Processing,Milling,QLD,t,300.742,INV03,100037
1/11/2025,Wear Item,Grinding Media,Ball grinding 94mm dia MC60,Processing,Milling,QLD,t,115.16,INV03,100557
1/11/2025,Wear Item,Tyres,Tyre 24.00R35 Maxam 2 star MS402 E4,Maintenance,Mobile Equipment,QLD,Each,2.0,INV03,126059
1/11/2025,Wear Item,Tyres,Tyre 24.00R35 Maxam 2 star MS402 E4,Mining Open Pit,Projects and Work Orders,QLD,Each,6.0,INV03,126059
1/11/2025,Wear Item,Tyres,Tyre 27.00R49 Maxam MS403 E4 2 star Cat 777,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,126058
1/11/2025,Wear Item,Tyres,Tyre 37.00R57 Maxam MS403 E4 2 star suit Cat 789,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,126055
1/11/2025,Wear Item,Tyres,Tyre 40.00R57 Bridgestone 2 star VRDP E2A,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,141056
1/11/2025,Wear Item,Tyres,Tyre 40.00R57 Maxam MS403 E4 2 star,Mining Open Pit,Projects and Work Orders,QLD,Each,14.0,INV03,126054
1/12/2022,Combustion,Acetylene,Acetylene industrial size G 7.0m3,Mining Open Pit,Projects and Work Orders,QLD,m3,35.0,INV03,100192
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Light Vehicles,QLD,kL,27.0624,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Operations Administration,QLD,kL,0.8925,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Exploration & Development,Exploration and Development,QLD,kL,7.5533,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Geology,Grade Control,QLD,kL,43.4605,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Blasting,QLD,kL,6.504,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Drilling - Production,QLD,kL,131.0696,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Geotechnical,QLD,kL,20.7805,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Hauling,QLD,kL,844.6987,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Loading,QLD,kL,338.3238,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Mobile Equipment,QLD,kL,152.6742,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Projects and Work Orders,QLD,kL,320.603,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Rehandling,QLD,kL,215.1505,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Fixed,QLD,kL,61.8683,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Supplemental,QLD,kL,91.0555,INV03,103206
1/12/2022,Combustion,Diesel,Diesel fuel bulk,Processing,Site Power Generation,QLD,kL,674.3162,INV03,103206
1/12/2022,Combustion,LPG,Propane Handigas 45kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0882,INV03,121352
1/12/2022,Combustion,LPG,Propane Handigas Q size 18kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0706,INV03,103071
1/12/2022,Combustion,LPG,Propane LPG bulk delivery,Processing,Gold Room,QLD,kL,25.0437,INV03,103570
1/12/2022,Combustion,Lubricants,Coolant antifreeze HD Premium N Cool 1000L,Mining Open Pit,Mobile Equipment,QLD,kL,2.0,INV03,120407
1/12/2022,Combustion,Lubricants,Coolant antifreeze HD Premium N Cool 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,120407
1/12/2022,Combustion,Lubricants,Engine oil Helix Ultra 5W-40 5L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.005,INV03,102911
1/12/2022,Combustion,Lubricants,Engine oil Rimula R4 MV 15W40 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,16.0,INV03,124779
1/12/2022,Combustion,Lubricants,Gear oil 90W GL4 200L drum Hitachi,Mining Open Pit,Projects and Work Orders,QLD,kL,0.6,INV03,128162
1/12/2022,Combustion,Lubricants,Gear oil Omala S2 G 220 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,4.0,INV03,103652
1/12/2022,Combustion,Lubricants,Gear oil Omala S2 GX 150 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.209,INV03,121290
1/12/2022,Combustion,Lubricants,Gear oil Omala S2 GX 150 IBC 1000L,Maintenance,Crushing - Supplemental,QLD,kL,1.0,INV03,127921
1/12/2022,Combustion,Lubricants,Gear oil Omala S2 GX 150 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,127921
